"tagfield","liblibrarian","libopac","repeatable","mandatory","important","authorised_value","ind1_defaultvalue","ind2_defaultvalue","frameworkcode"
"898","c","موقع المؤتمر","موقع المؤتمر","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"898","d","تاريخ الاجتماع","تاريخ الاجتماع","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"898","e","وحده ملحقة","وحده ملحقة","1","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"898","f","تاريخ العمل","تاريخ العمل","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"898","g","معلومات متنوعة","معلومات متنوعة","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"898","h","الوسيط","الوسيط","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"898","k","الرأس الفرعي الشكلي","الرأس الفرعي الشكلي","1","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"898","l","لغة العمل","لغة العمل","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"898","n","رقم جزء/قسم/الاجتماع","رقم جزء/قسم/الاجتماع","1","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"898","p","اسم جزء/قسم العمل","اسم جزء/قسم العمل","1","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"898","q","اسم المؤتمر تابعا اسم السلطة كمدخل","اسم المؤتمر تابعا اسم السلطة كمدخل","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"898","s","النسخة","النسخة","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"898","t","عنوان العمل","عنوان العمل","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"898","u","الإنتساب","الإنتساب","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"898","v","رقم المجلد / التعيين التسلسلي","رقم المجلد / التعيين التسلسلي","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","%","% (RLIN)","% (RLIN)","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","6","الرابط","الرابط","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","9","9 (RLIN)","9 (RLIN)","0","0","0","","8","","","","0","-5","BKA","","","","9999","0"
"899","a","عنوان موحد","عنوان موحد","0","0","0","","8","","UNIF_TITLE","","0","-6","BKA","","","","9999","0"
"899","d","تاريخ توقيع المعاهده","تاريخ توقيع المعاهده","1","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","f","تاريخ العمل","تاريخ العمل","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","g","معلومات متنوعة","معلومات متنوعة","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","h","الوسيط","الوسيط","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","k","الرأس الفرعي الشكلي","الرأس الفرعي الشكلي","1","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","l","لغة العمل","لغة العمل","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","m","وسيط الاداء الصوتى","وسيط الاداء الصوتى","1","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","n","رقم الجزء/قسم العمل","رقم الجزء/قسم العمل","1","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","o","بيان التوزيع الصوتى","بيان التوزيع الصوتى","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","p","اسم جزء/قسم العمل","اسم جزء/قسم العمل","1","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","r","مفتاح للصوت","مفتاح للصوت","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","s","النسخة","النسخة","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","t","عنوان العمل","عنوان العمل","0","0","0","","8","","","","0","-6","BKA","","","","9999","0"
"899","v","رقم المجلد/ التعيين التسلسلي","رقم المجلد/ التعيين التسلسلي","0","0","0","","8","","","","0","5","BKA","","","","9999","0"
"900","4","رمز الرابط","رمز الرابط","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"900","6","الرابط","الرابط","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"900","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"900","a","الإسم الشخصى","الإسم الشخصى","0","0","0","","9","","","","0","5","BKA","'110a', '700a', '710a'","","","9999","0"
"900","b","الترقيم","الترقيم","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"900","c","العنوان والكلمات الأخرى المصاحبة للاسم","العنوان والكلمات الأخرى المصاحبة للاسم","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"900","d","التواريخ المصاحبة للاسم","التواريخ المصاحبة للاسم","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"900","e","الدور","الدور","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"900","f","تاريخ العمل","تاريخ العمل","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"900","g","معلومات متنوعة","معلومات متنوعة","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"900","j","مقيد النسب","مقيد النسب","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"900","k","الرأس الفرعي الشكلي","الرأس الفرعي الشكلي","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"900","l","لغة العمل","لغة العمل","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"900","n","رقم الجزء/قسم العمل","رقم الجزء/قسم العمل","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"900","p","اسم جزء/قسم العمل","اسم جزء/قسم العمل","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"900","q","الشكل الأكمل للاسم","الشكل الأكمل للاسم","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"900","t","عنوان العمل","عنوان العمل","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"900","u","الإنتساب","الإنتساب","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","0","0","0","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","1","1","1","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","2","2","2","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","3","3","3","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","4","4","4","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","5","5","5","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","6","6","6","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","7","7","7","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","8","8","8","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","9","9","9","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","a","a","a","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","b","b","b","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","c","c","c","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","d","d","d","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","e","e","e","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","f","f","f","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","g","g","g","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","h","h","h","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","i","i","i","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","j","j","j","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","k","k","k","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","l","l","l","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","m","m","m","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","n","n","n","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","o","o","o","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","p","p","p","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","q","q","q","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","r","r","r","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","s","s","s","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","t","t","t","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","u","u","u","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","v","v","v","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","w","w","w","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","x","x","x","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","y","y","y","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"901","z","z","z","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","0","0","0","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","1","1","1","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","2","2","2","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","3","3","3","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","4","4","4","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","5","5","5","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","6","6","6","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","7","7","7","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","8","8","8","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","9","9","9","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","a","a","a","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","b","b","b","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","c","c","c","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","d","d","d","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","e","e","e","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","f","f","f","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","g","g","g","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","h","h","h","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","i","i","i","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","j","j","j","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","k","k","k","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","l","l","l","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","m","m","m","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","n","n","n","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","o","o","o","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","p","p","p","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","q","q","q","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","r","r","r","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","s","s","s","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","t","t","t","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","u","u","u","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","v","v","v","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","w","w","w","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","x","x","x","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","y","y","y","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"902","z","z","z","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","0","0","0","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","1","1","1","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","2","2","2","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","3","3","3","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","4","4","4","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","5","5","5","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","6","6","6","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","7","7","7","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","8","8","8","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","9","9","9","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","a","a","a","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","b","b","b","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","c","c","c","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","d","d","d","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","e","e","e","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","f","f","f","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","g","g","g","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","h","h","h","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","i","i","i","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","j","j","j","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","k","k","k","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","l","l","l","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","m","m","m","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","n","n","n","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","o","o","o","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","p","p","p","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","q","q","q","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","r","r","r","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","s","s","s","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","t","t","t","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","u","u","u","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","v","v","v","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","w","w","w","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","x","x","x","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","y","y","y","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"903","z","z","z","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","0","0","0","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","1","1","1","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","2","2","2","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","3","3","3","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","4","4","4","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","5","5","5","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","6","6","6","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","7","7","7","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","8","8","8","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","9","9","9","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","a","a","a","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","b","b","b","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","c","c","c","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","d","d","d","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","e","e","e","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","f","f","f","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","g","g","g","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","h","h","h","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","i","i","i","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","j","j","j","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","k","k","k","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","l","l","l","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","m","m","m","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","n","n","n","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","o","o","o","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","p","p","p","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","q","q","q","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","r","r","r","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","s","s","s","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","t","t","t","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","u","u","u","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","v","v","v","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","w","w","w","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","x","x","x","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","y","y","y","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"904","z","z","z","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","0","0","0","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","1","1","1","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","2","2","2","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","3","3","3","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","4","4","4","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","5","5","5","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","6","6","6","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","7","7","7","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","8","8","8","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","9","9","9","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","a","a","a","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","b","b","b","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","c","c","c","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","d","d","d","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","e","e","e","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","f","f","f","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","g","g","g","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","h","h","h","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","i","i","i","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","j","j","j","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","k","k","k","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","l","l","l","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","m","m","m","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","n","n","n","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","o","o","o","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","p","p","p","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","q","q","q","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","r","r","r","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","s","s","s","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","t","t","t","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","u","u","u","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","v","v","v","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","w","w","w","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","x","x","x","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","y","y","y","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"905","z","z","z","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","0","0","0","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","1","1","1","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","2","2","2","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","3","3","3","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","4","4","4","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","5","5","5","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","6","6","6","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","7","7","7","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","8","8","8","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","9","9","9","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","a","a","a","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","b","b","b","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","c","c","c","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","d","d","d","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","e","e","e","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","f","f","f","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","g","g","g","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","h","h","h","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","i","i","i","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","j","j","j","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","k","k","k","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","l","l","l","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","m","m","m","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","n","n","n","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","o","o","o","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","p","p","p","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","q","q","q","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","r","r","r","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","s","s","s","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","t","t","t","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","u","u","u","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","v","v","v","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","w","w","w","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","x","x","x","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","y","y","y","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"906","z","z","z","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","0","0","0","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","1","1","1","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","2","2","2","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","3","3","3","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","4","4","4","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","5","5","5","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","6","6","6","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","7","7","7","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","8","8","8","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","9","9","9","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","a","a","a","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","b","b","b","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","c","c","c","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","d","d","d","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","e","e","e","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","f","f","f","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","g","g","g","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","h","h","h","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","i","i","i","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","j","j","j","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","k","k","k","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","l","l","l","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","m","m","m","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","n","n","n","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","o","o","o","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","p","p","p","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","q","q","q","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","r","r","r","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","s","s","s","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","t","t","t","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","u","u","u","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","v","v","v","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","w","w","w","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","x","x","x","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","y","y","y","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"907","z","z","z","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"908","a","Put command parameter","Put command parameter","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"910","a","User-option data","User-option data","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","4","رمز الرابط","رمز الرابط","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","6","الرابط","الرابط","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","a","اسم المؤتمر أو اسم السلطة كمدخل","اسم المؤتمر أو اسم السلطة كمدخل","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","b","رقم - [مهمل]","رقم - [مهمل]","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","c","موقع المؤتمر","موقع المؤتمر","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","d","تاريخ الاجتماع","تاريخ الاجتماع","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","e","وحده ملحقة","وحده ملحقة","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","f","تاريخ العمل","تاريخ العمل","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","g","معلومات متنوعة","معلومات متنوعة","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","k","الرأس الفرعي الشكلي","الرأس الفرعي الشكلي","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","l","لغة العمل","لغة العمل","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","n","رقم جزء/قسم/الاجتماع","رقم جزء/قسم/الاجتماع","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","p","اسم جزء/قسم العمل","اسم جزء/قسم العمل","1","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","q","اسم المؤتمر تابعا اسم السلطة كمدخل","اسم المؤتمر تابعا اسم السلطة كمدخل","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","t","عنوان العمل","عنوان العمل","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
"911","u","الإنتساب","الإنتساب","0","0","0","","9","","","","0","-6","BKA","","","","9999","0"
